t_ms,mass_g,status
511,1.1923,D
511,1.1923,D
511,1.1923,D
511,1.1922,D
511,1.1922,D
511,1.1922,D
511,1.1922,D
511,1.1922,D
511,1.1922,D
511,1.1922,D
511,1.1922,D
511,1.1922,D
1024,1.1922,D
1024,1.1922,D
1024,1.1922,D
1024,1.1922,D
1024,1.1922,D
1024,1.1922,D
1024,1.1922,D
1024,1.1922,D
1024,1.1922,D
1024,1.1922,D
1024,1.1922,D
1024,1.1922,D
1537,1.1922,D
1537,1.1922,D
1537,1.1922,D
1537,1.1922,D
1537,1.1922,D
1537,1.1922,D
1537,1.1922,D
1537,1.1922,D
1537,1.1922,D
1537,1.1922,D
1537,1.1922,D
1537,1.1922,D
2050,1.1922,D
2050,1.1922,D
2050,1.1922,D
2050,1.1922,D
2050,1.1922,D
2050,1.1922,D
2050,1.1922,D
2050,1.1922,D
2050,1.1922,D
2050,1.1922,D
2050,1.1922,D
2551,1.1922,D
2551,1.1922,D
2551,1.1922,D
2551,1.1922,D
2551,1.1922,D
2551,1.1922,D
2551,1.1922,D
2551,1.1922,D
2551,1.1922,D
2551,1.1922,D
2551,1.1921,D
2551,1.1921,D
3066,1.1921,D
3066,1.1921,D
3066,1.1921,D
3066,1.1921,D
3066,1.1921,D
3066,1.1921,D
3066,1.1921,D
3066,1.1921,D
3066,1.1921,D
3066,1.1921,D
3066,1.1921,D
3066,1.1921,D
3579,1.1921,D
3579,1.1921,D
3579,1.1921,D
3579,1.1921,D
3579,1.1921,D
3579,1.1921,D
3579,1.1921,D
3579,1.1921,D
3579,1.1921,D
3579,1.1921,D
3579,1.1921,D
4079,1.1921,D
4079,1.1921,D
4079,1.1920,D
4080,1.1920,D
4080,1.1920,D
4080,1.1920,D
4080,1.1920,D
4080,1.1920,D
4080,1.1920,D
4080,1.1920,D
4080,1.1920,D
4080,1.1920,D
4593,1.1920,D
4593,1.1920,D
4593,1.1920,D
4593,1.1920,D
4593,1.1920,D
4593,1.1920,D
4593,1.1920,D
4593,1.1920,D
4593,1.1920,D
4593,1.1920,D
4593,1.1920,D
4593,1.1920,D
5094,1.1920,D
5094,1.1920,D
5094,1.1920,D
5094,1.1920,D
5094,1.1920,D
5094,1.1920,D
5094,1.1920,D
5094,1.1920,D
5094,1.1920,D
5094,1.1920,D
5094,1.1920,D
5609,1.1920,D
5609,1.1920,D
5609,1.2184,D
5609,1.2355,D
5609,1.2366,D
5609,1.2368,D
5609,1.2367,D
5609,1.2366,D
5609,1.2363,D
5609,1.2360,D
5609,1.2357,D
5609,1.2354,D
6121,1.2352,D
6121,1.2350,D
6121,1.2348,D
6121,1.2346,D
6121,1.2345,D
6121,1.2343,D
6121,1.2343,D
6121,1.2342,D
6121,1.2341,D
6121,1.2341,D
6121,1.2340,D
6121,1.2339,D
6637,1.2339,D
6637,1.2338,D
6637,1.2338,D
6637,1.2338,D
6637,1.2338,D
6637,1.2338,D
6637,1.2338,D
6637,1.2338,D
6637,1.2338,D
6637,1.2337,D
6637,1.2337,D
7149,1.2337,D
7149,1.2336,D
7149,1.2336,D
7149,1.2336,D
7149,1.2337,D
7149,1.2337,D
7149,1.2337,D
7149,1.2338,D
7149,1.2338,D
7149,1.2338,D
7149,1.2338,D
7149,1.2338,D
7664,1.2337,D
7664,1.2337,D
7664,1.2337,D
7664,1.2336,D
7664,1.2336,D
7664,1.2336,D
7664,1.2335,D
7664,1.2335,D
7664,1.2335,D
7664,1.2335,D
7664,1.2334,D
7664,1.2334,D
8164,1.2334,D
8164,1.2334,D
8164,1.2334,D
8164,1.2334,D
8164,1.2334,D
8164,1.2334,D
8164,1.2334,D
8164,1.2334,D
8164,1.2333,D
8164,1.2333,D
8164,1.2333,D
8666,1.2333,D
8666,1.2333,D
8666,1.2333,D
8666,1.2333,D
8666,1.2333,D
8666,1.2333,D
8666,1.2333,D
8666,1.2333,D
8666,1.2333,D
8666,1.2333,D
8666,1.2333,D
9168,1.2333,D
9168,1.2333,D
9168,1.2332,D
9168,1.2332,D
9168,1.2332,D
9168,1.2332,D
9168,1.2329,D
9168,1.2329,D
9168,1.2330,D
9168,1.2330,D
9168,1.2330,D
9168,1.2331,D
9670,1.2331,D
9670,1.2331,D
9670,1.2331,D
9670,1.2331,D
9670,1.2331,D
9670,1.2331,D
9670,1.2331,D
9670,1.2331,D
9670,1.2331,D
9670,1.2331,D
9670,1.2330,D
9670,1.2330,D
10170,1.2330,D
10170,1.2330,D
10170,1.2330,D
10170,1.2329,D
10170,1.2329,D
10170,1.2329,D
10170,1.2329,D
10170,1.2329,D
10170,1.2329,D
10170,1.2329,D
10170,1.2329,D
10671,1.2329,D
10671,1.2329,D
10671,1.2329,D
10671,1.2329,D
10671,1.2329,D
10671,1.2329,D
10671,1.2329,D
10671,1.2329,D
10671,1.2329,D
10671,1.2329,D
10671,1.2329,D
10671,1.2329,D
11185,1.2329,D
11185,1.2329,D
11185,1.2330,D
11185,1.2330,D
11185,1.2330,D
11185,1.2330,D
11185,1.2330,D
11185,1.2330,D
11185,1.2330,D
11185,1.2330,D
11185,1.2330,D
11185,1.2330,D
