x-axis,1
second,Volt
-25.00000E-03,+2.61893840E+00
-24.97500E-03,+2.59883790E+00
-24.95000E-03,+2.60921026E+00
-24.92500E-03,+2.59883790E+00
-24.90000E-03,+2.61893840E+00
-24.87500E-03,+2.59883790E+00
-24.85000E-03,+2.60792182E+00
-24.82500E-03,+2.60273564E+00
-24.80000E-03,+2.59883790E+00
-24.77500E-03,+2.59883790E+00
-24.75000E-03,+2.59883790E+00
-24.72500E-03,+2.59883790E+00
-24.70000E-03,+2.61700574E+00
-24.67500E-03,+2.59883790E+00
-24.65000E-03,+2.59883790E+00
-24.62500E-03,+2.60144720E+00
-24.60000E-03,+2.59883790E+00
-24.57500E-03,+2.61117534E+00
-24.55000E-03,+2.60598916E+00
-24.52500E-03,+2.61697332E+00
-24.50000E-03,+2.59883790E+00
-24.47500E-03,+2.61053112E+00
-24.45000E-03,+2.60534494E+00
-24.42500E-03,+2.61893840E+00
-24.40000E-03,+2.59883790E+00
-24.37500E-03,+2.59883790E+00
-24.35000E-03,+2.61307558E+00
-24.32500E-03,+2.61826176E+00
-24.30000E-03,+2.59883790E+00
-24.27500E-03,+2.60924268E+00
-24.25000E-03,+2.60405650E+00
-24.22500E-03,+2.61890598E+00
-24.20000E-03,+2.61893840E+00
-24.17500E-03,+2.59883790E+00
-24.15000E-03,+2.59883790E+00
-24.12500E-03,+2.59944970E+00
-24.10000E-03,+2.59883790E+00
-24.07500E-03,+2.60795424E+00
-24.05000E-03,+2.59883790E+00
-24.02500E-03,+2.60009392E+00
-24.00000E-03,+2.61893840E+00
-23.97500E-03,+2.61046628E+00
-23.95000E-03,+2.59883790E+00
-23.92500E-03,+2.61703816E+00
-23.90000E-03,+2.59883790E+00
-23.87500E-03,+2.59883790E+00
-23.85000E-03,+2.60147962E+00
-23.82500E-03,+2.58128186E+00
-23.80000E-03,+2.61120776E+00
-23.77500E-03,+2.59883790E+00
-23.75000E-03,+2.61694090E+00
-23.72500E-03,+2.61893840E+00
-23.70000E-03,+2.61056354E+00
-23.67500E-03,+2.59883790E+00
-23.65000E-03,+2.60019118E+00
-23.62500E-03,+2.61893840E+00
-23.60000E-03,+2.60785698E+00
-23.57500E-03,+2.59883790E+00
-23.55000E-03,+2.59883790E+00
-23.52500E-03,+2.61893840E+00
-23.50000E-03,+2.61893840E+00
-23.47500E-03,+2.61368738E+00
-23.45000E-03,+2.59890274E+00
-23.42500E-03,+2.59883790E+00
-23.40000E-03,+2.59883790E+00
-23.37500E-03,+2.61433160E+00
-23.35000E-03,+2.59883790E+00
-23.32500E-03,+2.61317284E+00
-23.30000E-03,+2.59883790E+00
-23.27500E-03,+2.61893840E+00
-23.25000E-03,+2.59883790E+00
-23.22500E-03,+2.59883790E+00
-23.20000E-03,+2.59883790E+00
-23.17500E-03,+2.61562004E+00
-23.15000E-03,+2.59883790E+00
-23.12500E-03,+2.59883790E+00
-23.10000E-03,+2.59883790E+00
-23.07500E-03,+2.60151204E+00
-23.05000E-03,+2.59883790E+00
-23.02500E-03,+2.58643562E+00
-23.00000E-03,+2.59883790E+00
-22.97500E-03,+2.59883790E+00
-22.95000E-03,+2.59883790E+00
-22.92500E-03,+2.59883790E+00
-22.90000E-03,+2.59883790E+00
-22.87500E-03,+2.59883790E+00
-22.85000E-03,+2.60263838E+00
-22.82500E-03,+2.60782456E+00
-22.80000E-03,+2.59883790E+00
-22.77500E-03,+2.59883790E+00
-22.75000E-03,+2.59883790E+00
-22.72500E-03,+2.59883790E+00
-22.70000E-03,+2.60412134E+00
-22.67500E-03,+2.59883790E+00
-22.65000E-03,+2.59374898E+00
-22.62500E-03,+2.61893840E+00
-22.60000E-03,+2.59883790E+00
-22.57500E-03,+2.59883790E+00
-22.55000E-03,+2.59883790E+00
-22.52500E-03,+2.61893840E+00
-22.50000E-03,+2.59883790E+00
-22.47500E-03,+2.59883790E+00
-22.45000E-03,+2.60521526E+00
-22.42500E-03,+2.59883790E+00
-22.40000E-03,+2.59883790E+00
-22.37500E-03,+2.61710300E+00
-22.35000E-03,+2.60585948E+00
-22.32500E-03,+2.60673064E+00
-22.30000E-03,+2.59883790E+00
-22.27500E-03,+2.61645878E+00
-22.25000E-03,+2.60650370E+00
-22.22500E-03,+2.61168988E+00
-22.20000E-03,+2.61687606E+00
-22.17500E-03,+2.61581456E+00
-22.15000E-03,+2.60714792E+00
-22.12500E-03,+2.59883790E+00
-22.10000E-03,+2.59883790E+00
-22.07500E-03,+2.60260596E+00
-22.05000E-03,+2.59883790E+00
-22.02500E-03,+2.59883790E+00
-22.00000E-03,+2.59961180E+00
-21.97500E-03,+2.61452612E+00
-21.95000E-03,+2.60843636E+00
-21.92500E-03,+2.61362254E+00
-21.90000E-03,+2.61880872E+00
-21.87500E-03,+2.59883790E+00
-21.85000E-03,+2.60869572E+00
-21.82500E-03,+2.59883790E+00
-21.80000E-03,+2.61893840E+00
-21.77500E-03,+2.60753696E+00
-21.75000E-03,+2.60805150E+00
-21.72500E-03,+2.60286532E+00
-21.70000E-03,+2.59883790E+00
-21.67500E-03,+2.61893840E+00
-21.65000E-03,+2.61036902E+00
-21.62500E-03,+2.59883790E+00
-21.60000E-03,+2.60064088E+00
-21.57500E-03,+2.59883790E+00
-21.55000E-03,+2.59883790E+00
-21.52500E-03,+2.61893840E+00
-21.50000E-03,+2.59883790E+00
-21.47500E-03,+2.61893840E+00
-21.45000E-03,+2.59883790E+00
-21.42500E-03,+2.59883790E+00
-21.40000E-03,+2.59883790E+00
-21.37500E-03,+2.59883790E+00
-21.35000E-03,+2.61230168E+00
-21.32500E-03,+2.59883790E+00
-21.30000E-03,+2.59883790E+00
-21.27500E-03,+2.59883790E+00
-21.25000E-03,+2.59883790E+00
-21.22500E-03,+2.59964422E+00
-21.20000E-03,+2.59883790E+00
-21.17500E-03,+2.60840394E+00
-21.15000E-03,+2.61359012E+00
-21.12500E-03,+2.57889950E+00
-21.10000E-03,+2.59883790E+00
-21.07500E-03,+2.59883790E+00
-21.05000E-03,+2.61423434E+00
-21.02500E-03,+2.61845628E+00
-21.00000E-03,+2.61327010E+00
-20.97500E-03,+2.59883790E+00
-20.95000E-03,+2.59883790E+00
-20.92500E-03,+2.59883790E+00
-20.90000E-03,+2.61262588E+00
-20.87500E-03,+2.59883790E+00
-20.85000E-03,+2.59883790E+00
-20.82500E-03,+2.59883790E+00
-20.80000E-03,+2.59883790E+00
-20.77500E-03,+2.59883790E+00
-20.75000E-03,+2.59883790E+00
