t_s,status,grams
0.202,D,6.5045
0.202,D,6.5045
0.202,D,6.5045
0.202,D,6.5045
0.405,D,6.5045
0.405,D,6.5044
0.405,D,6.5044
0.406,D,6.5044
0.406,D,6.5043
0.608,D,6.5043
0.608,D,6.5042
0.608,D,6.5042
0.608,D,6.5042
0.608,D,6.5043
0.812,D,6.5043
0.812,D,6.5043
0.813,D,6.5043
0.813,D,6.5043
0.813,D,6.5043
1.019,D,6.5043
1.019,D,6.5043
1.019,D,6.5043
1.019,D,6.5043
1.222,D,6.5043
1.222,D,6.5043
1.222,D,6.5043
1.222,D,6.5043
1.222,D,6.5043
1.425,D,6.5043
1.426,D,6.5043
1.426,D,6.5043
1.426,D,6.5043
1.426,D,6.5043
1.629,D,6.5206
1.629,D,6.5494
1.629,D,6.5500
1.629,D,6.5502
1.831,D,6.5500
1.831,D,6.5496
1.831,D,6.5490
1.831,D,6.5484
1.831,D,6.5477
2.032,D,6.5470
2.032,D,6.5465
2.032,D,6.5461
2.032,D,6.5458
2.032,D,6.5456
2.236,D,6.5455
2.236,D,6.5454
2.236,D,6.5454
2.236,D,6.5454
2.437,D,6.5454
2.437,D,6.5454
2.437,D,6.5454
2.437,D,6.5454
2.437,D,6.5454
2.640,D,6.5454
2.640,D,6.5454
2.640,D,6.5454
2.640,D,6.5454
2.842,D,6.5453
2.842,D,6.5453
2.842,D,6.5451
2.842,D,6.5451
2.842,D,6.5451
3.056,D,6.5451
3.056,D,6.5452
3.056,D,6.5452
3.056,D,6.5452
3.056,D,6.5452
3.263,D,6.5452
3.263,D,6.5452
3.263,D,6.5452
3.263,D,6.5452
3.263,D,6.5452
3.469,D,6.5452
3.469,D,6.5452
3.469,D,6.5452
3.469,D,6.5452
3.469,D,6.5452
3.677,D,6.5452
3.677,D,6.5452
3.677,D,6.5452
3.677,D,6.5452
3.883,D,6.5452
3.883,D,6.5452
3.883,D,6.5453
3.883,D,6.5674
3.883,D,6.5902
4.090,D,6.5909
4.090,D,6.5912
4.090,D,6.5909
4.090,D,6.5905
4.090,D,6.5899
4.296,D,6.5893
4.297,D,6.5885
4.297,D,6.5879
4.297,D,6.5874
4.502,D,6.5871
4.502,D,6.5868
4.502,D,6.5866
4.502,D,6.5865
4.502,D,6.5865
4.707,D,6.5864
4.707,D,6.5864
4.707,D,6.5864
4.707,D,6.5864
4.707,D,6.5865
4.914,D,6.5865
4.914,D,6.5865
4.914,D,6.5865
4.914,D,6.5865
4.914,D,6.5865
5.119,D,6.5864
5.119,D,6.5864
5.119,D,6.5864
5.119,D,6.5863
5.321,D,6.5862
5.321,D,6.5862
5.321,D,6.5862
5.321,D,6.5863
5.321,D,6.5863
5.526,D,6.5863
5.526,D,6.5863
5.526,D,6.5863
5.526,D,6.5863
5.526,D,6.5863
5.729,D,6.5863
5.730,D,6.5863
5.730,D,6.5863
5.730,D,6.5863
5.931,D,6.5863
5.931,D,6.5863
5.931,D,6.5863
5.931,D,6.5863
5.931,D,6.5863
6.133,D,6.5863
6.133,D,6.5863
6.133,D,6.5863
6.133,D,6.5863
6.133,D,6.5863
6.337,D,6.6084
