t_s,status,grams
20.395,D,32.4451
20.395,D,32.4447
20.395,D,32.4443
20.600,D,32.4439
20.600,D,32.4436
20.600,D,32.4433
20.600,D,32.4431
20.600,D,32.4429
20.806,D,32.4428
20.806,D,32.4426
20.806,D,32.4425
20.806,D,32.4423
20.807,D,32.4422
21.011,D,32.4421
21.011,D,32.4419
21.011,D,32.4418
21.011,D,32.4417
21.216,D,32.4416
21.216,D,32.4416
21.216,D,32.4416
21.216,D,32.4416
21.216,D,32.4416
21.421,D,32.4415
21.421,D,32.4415
21.421,D,32.4415
21.421,D,32.4415
21.421,D,32.4415
21.625,D,32.4415
21.625,D,32.4415
21.625,D,32.4414
21.625,D,32.4414
21.826,D,32.4414
21.826,D,32.4414
21.826,D,32.4414
21.826,D,32.4414
21.826,D,32.4414
22.029,D,32.4414
22.029,D,32.4414
22.029,D,32.4414
22.029,D,32.4413
22.029,D,32.4413
22.234,D,32.4413
22.234,D,32.4413
22.234,D,32.4413
22.234,D,32.4413
22.438,D,32.4413
22.438,D,32.4413
22.438,D,32.4413
22.438,D,32.4413
22.438,D,32.4413
22.642,D,32.4413
22.642,D,32.4413
22.642,D,32.4413
22.642,D,32.4413
22.642,D,32.4413
22.849,D,32.4413
22.849,D,32.4413
22.849,D,32.4413
22.849,D,32.4413
22.849,D,32.4413
23.056,D,32.4413
23.056,D,32.4413
23.056,D,32.4413
23.056,D,32.4463
23.262,D,32.4858
23.262,D,32.4866
23.263,D,32.4866
23.263,D,32.4864
23.263,D,32.4862
23.469,D,32.4859
23.469,D,32.4855
23.469,D,32.4851
23.469,D,32.4848
23.469,D,32.4846
23.676,D,32.4844
23.676,D,32.4842
23.676,D,32.4840
23.676,D,32.4838
23.883,D,32.4837
23.883,D,32.4836
23.883,D,32.4835
23.883,D,32.4834
23.883,D,32.4831
24.089,D,32.4829
24.089,D,32.4828
24.089,D,32.4828
24.089,D,32.4827
24.089,D,32.4827
24.297,D,32.4827
24.297,D,32.4826
24.297,D,32.4826
24.297,D,32.4826
24.297,D,32.4825
24.504,D,32.4825
24.504,D,32.4825
24.504,D,32.4825
24.504,D,32.4824
24.712,D,32.4824
24.712,D,32.4824
24.712,D,32.4824
24.712,D,32.4824
24.712,D,32.4824
24.917,D,32.4824
24.917,D,32.4824
24.917,D,32.4824
24.917,D,32.4823
24.917,D,32.4823
25.120,D,32.4823
25.120,D,32.4823
25.120,D,32.4823
25.120,D,32.4823
25.326,D,32.4823
25.326,D,32.4823
25.326,D,32.4823
25.326,D,32.4823
25.326,D,32.4823
25.531,D,32.4823
25.531,D,32.4823
25.531,D,32.4823
25.531,D,32.4823
25.531,D,32.4823
25.736,D,32.4823
25.736,D,32.4823
25.736,D,32.4823
25.736,D,32.4823
25.736,D,32.4823
25.944,D,32.4823
25.944,D,32.4822
25.944,D,32.4822
25.944,D,32.4822
26.151,D,32.4822
26.151,D,32.5094
26.151,D,32.5268
26.151,D,32.5276
26.151,D,32.5275
26.356,D,32.5273
26.356,D,32.5269
26.356,D,32.5265
26.356,D,32.5260
26.356,D,32.5257
26.561,D,32.5254
26.561,D,32.5252
26.561,D,32.5250
26.561,D,32.5249
26.561,D,32.5247
26.771,D,32.5246
26.771,D,32.5244
26.771,D,32.5243
26.771,D,32.5242
26.977,D,32.5242
26.977,D,32.5239
26.977,D,32.5239
26.977,D,32.5238
26.977,D,32.5238
27.183,D,32.5237
27.183,D,32.5237
27.183,D,32.5237
27.183,D,32.5237
27.183,D,32.5237
27.390,D,32.5237
27.390,D,32.5237
27.390,D,32.5237
27.390,D,32.5237
27.596,D,32.5237
27.596,D,32.5236
27.596,D,32.5236
27.596,D,32.5236
27.596,D,32.5236
27.802,D,32.5236
27.802,D,32.5236
27.802,D,32.5236
27.802,D,32.5236
27.802,D,32.5236
28.008,D,32.5236
28.008,D,32.5236
28.008,D,32.5236
28.008,D,32.5236
28.008,D,32.5236
28.212,D,32.5236
28.212,D,32.5236
28.213,D,32.5236
28.213,D,32.5236
28.419,D,32.5236
28.419,D,32.5236
28.419,D,32.5236
28.419,D,32.5236
28.419,D,32.5236
28.625,D,32.5236
28.625,D,32.5236
28.625,D,32.5236
28.625,D,32.5236
28.625,D,32.5236
28.831,D,32.5236
28.831,D,32.5236
28.831,D,32.5236
28.831,D,32.5236
29.037,D,32.5236
29.037,D,32.5236
29.037,D,32.5287
29.037,D,32.5682
29.037,D,32.5690
29.243,D,32.5690
29.243,D,32.5688
29.243,D,32.5685
29.243,D,32.5682
29.243,D,32.5678
29.449,D,32.5675
29.449,D,32.5672
29.449,D,32.5669
29.449,D,32.5667
29.449,D,32.5665
29.656,D,32.5664
29.656,D,32.5662
29.656,D,32.5660
29.656,D,32.5659
29.861,D,32.5658
29.861,D,32.5658
29.861,D,32.5656
29.861,D,32.5655
29.861,D,32.5654
30.067,D,32.5654
30.067,D,32.5654
30.067,D,32.5654
30.067,D,32.5654
30.067,D,32.5654
30.272,D,32.5654
30.272,D,32.5654
30.272,D,32.5654
30.272,D,32.5654
30.478,D,32.5654
30.478,D,32.5654
30.478,D,32.5654
30.478,D,32.5654
30.478,D,32.5654
30.683,D,32.5654
30.683,D,32.5654
30.683,D,32.5654
30.683,D,32.5654
30.683,D,32.5654
30.888,D,32.5654
30.888,D,32.5654
30.888,D,32.5654
30.888,D,32.5654
30.888,D,32.5654
31.091,D,32.5654
