abs_ms,drop_N,transit_us,pulse_top_us,pulse_bot_us,v_cmps,d_0.1mm,V_0.1uL,state,Q_cmLph,top_raw,bot_raw
1934741,501,12912,3252,8141,71,24,69,2,182,3936,3432
1936390,502,12852,3140,8200,72,23,63,2,182,3929,3432
1938033,503,12857,3129,8215,71,23,62,2,182,3929,3433
1939690,504,12831,3107,8164,72,23,62,2,182,3931,3434
1941341,505,12917,3251,8211,71,24,69,2,182,3929,3432
1942988,506,12878,3179,8183,71,23,65,2,182,3930,3429
1944641,507,12935,3250,8142,71,24,69,2,182,3929,3432
1946296,508,12771,3037,8080,72,22,58,2,182,3930,3432
1947949,509,12899,3167,8154,71,23,64,2,182,3932,3434
1949605,510,12936,3217,8156,71,23,67,2,182,3929,3434
1951256,511,12826,3076,8221,72,23,60,2,182,3931,3434
1952906,512,12942,3267,8176,71,24,70,2,182,3930,3434
1954564,513,12924,3225,8121,71,23,67,2,182,3929,3429
1956225,514,12909,3172,8140,71,23,64,2,182,3930,3432
1957884,515,12981,3324,8143,71,24,73,2,182,3932,3433
1959545,516,12878,3157,8178,71,23,64,2,182,3930,3429
1961211,517,12926,3239,8131,71,24,68,2,182,3929,3432
1962878,518,12786,3066,8203,72,23,60,2,182,3931,3432
1964537,519,12805,3027,8130,72,22,57,2,182,3931,3429
1966196,520,12903,3181,8152,71,23,65,2,182,3930,3434
1967861,521,12994,3214,8079,71,23,65,2,182,3929,3433
1969521,522,12925,3257,8084,71,24,69,2,182,3931,3432
1971189,523,12869,3120,8226,71,23,62,2,182,3930,3434
1972854,524,12798,3040,8192,72,22,58,2,182,3936,3430
1974520,525,12780,3012,8204,72,22,57,2,182,3930,3432
1976190,526,12877,3136,8224,71,23,63,2,182,3930,3431
1977850,527,12921,3199,8102,71,23,66,2,182,3929,3433
1979515,528,12929,3227,8169,71,23,67,2,182,3930,3429
1981182,529,12869,3110,8114,71,23,61,2,182,3930,3430
1982850,530,12870,3167,8121,71,23,65,2,182,3930,3430
1984520,531,12904,3168,8157,71,23,64,2,182,3931,3434
1986194,532,12804,3040,8185,72,22,58,2,182,3936,3429
1987868,533,12784,2965,8194,72,22,54,2,182,3936,3432
1989543,534,12830,3038,8151,72,22,57,2,182,3931,3435
1991219,535,12970,3282,8123,71,24,70,2,172,3929,3430
1992893,536,12858,3111,8054,71,23,61,2,172,3936,3432
1994568,537,12935,3169,8059,71,23,64,2,172,3930,3429
1996238,538,12869,3109,8114,71,23,61,2,172,3930,3430
1997914,539,12907,3174,8069,71,23,64,2,172,3929,3432
1999595,540,13000,3215,8079,71,23,65,2,172,3929,3434
2001265,541,13000,3317,8150,71,24,72,2,172,3930,3433
2002941,542,12850,3110,8134,72,23,61,2,172,3930,3431
2004621,543,12909,3224,8076,71,23,67,2,172,3930,3433
2006303,544,12915,3208,8058,71,23,66,2,172,3929,3430
2007980,545,12926,3169,8066,71,23,64,2,172,3930,3429
2009663,546,12841,3102,8138,72,23,61,2,172,3931,3433
2011347,547,12879,3113,8110,71,23,61,2,172,3930,3429
2013026,548,12915,3159,8118,71,23,63,2,172,3930,3430
2014706,549,12911,3182,8086,71,23,65,2,172,3936,3434
2016388,550,12911,3170,8037,71,23,64,2,172,3929,3429
2018075,551,12943,3151,8147,71,23,62,2,172,3930,3433
2019760,552,12961,3172,8080,71,23,63,2,172,3930,3434
2021447,553,12864,3110,8116,71,23,61,2,172,3934,3430
2023120,554,12857,3111,8128,71,23,61,2,172,3930,3432
2024805,555,12906,3143,8077,71,23,62,2,172,3930,3433
2026510,556,12852,3087,8064,72,23,60,2,172,3930,3432
2028198,557,12885,3119,8127,71,23,61,2,172,3929,3432
2029885,558,13012,3260,8012,70,23,68,2,172,3930,3434
2031570,559,12851,3083,8064,72,23,60,2,172,3931,3432
2033253,560,12925,3182,8011,71,23,65,2,172,3929,3432
2034943,561,12905,3172,8078,71,23,64,2,172,3929,3433
2036627,562,12945,3222,8081,71,23,67,2,172,3930,3433
2038317,563,12964,3238,8004,71,23,67,2,172,3931,3434
2040008,564,12907,3184,8077,71,23,65,2,172,3931,3432
2041701,565,12850,3039,8064,72,22,57,2,172,3936,3432
2043395,566,12919,3107,8036,71,23,60,2,172,3929,3435
2045092,567,12946,3202,8062,71,23,65,2,172,3929,3431
2046783,568,12977,3243,8031,71,23,67,2,172,3936,3434
2048481,569,12902,3129,7961,71,23,62,2,172,3930,3434
2050173,570,12942,3209,8069,71,23,66,2,172,3929,3432
2051867,571,12951,3097,8012,71,22,59,2,172,3930,3433
2053567,572,12846,3039,8071,72,22,57,2,172,3929,3432
2055264,573,12906,3163,8074,71,23,64,2,172,3936,3434
2056957,574,12905,3177,8078,71,23,65,2,172,3930,3433
2058655,575,13018,3317,8001,70,24,71,2,172,3929,3432
2060354,576,12904,3164,8083,71,23,64,2,172,3930,3433
2062060,577,13039,3232,7941,70,23,66,2,172,3936,3435
2063763,578,12967,3193,8032,71,23,64,2,172,3929,3429
2065464,579,12879,3109,8032,71,23,61,2,172,3936,3429
2067161,580,12966,3219,8071,71,23,66,2,172,3930,3433
2068861,581,12935,3185,8007,71,23,65,2,172,3931,3432
2070561,582,12942,3181,7993,71,23,64,2,172,3930,3430
2072264,583,12897,3107,8011,71,23,60,2,172,3931,3435
2073965,584,12837,3040,8008,72,22,57,2,172,3936,3432
2075665,585,12890,3106,8042,71,23,60,2,172,3930,3430
2077371,586,12807,3012,8033,72,22,56,2,172,3930,3429
2079076,587,12858,3111,7933,71,23,61,2,172,3931,3432
2080778,588,12941,3183,7971,71,23,64,2,172,3930,3430
2082486,589,12857,3037,8055,71,22,57,2,172,3931,3432
2084195,590,12905,3167,8079,71,23,64,2,172,3933,3434
2085900,591,12898,3104,7962,71,23,60,2,172,3931,3434
2087611,592,12911,3151,8006,71,23,63,2,172,3930,3434
2089308,593,12902,3183,8013,71,23,65,2,172,3930,3435
2090986,594,12784,2965,8123,72,22,54,2,172,3930,3432
2094386,595,13039,3186,7935,70,23,63,2,162,3936,3434
2096086,596,12976,3185,8005,71,23,64,2,162,3936,3434
2097795,597,12924,3215,8059,71,23,67,2,162,3931,3432
2099499,598,12964,3257,8045,71,24,69,2,162,3930,3430
2101209,599,13048,3329,7748,70,24,72,2,162,3936,3434
2102918,600,13040,3373,8064,70,24,75,2,162,3929,3432
2104616,601,12925,3183,7992,71,23,65,2,162,3930,3432
2106317,602,12952,3207,7990,71,23,66,2,162,3930,3432
2108032,603,12988,3222,8032,71,23,66,2,162,3930,3429
2109744,604,13025,3347,7988,70,24,73,2,162,3929,3432
2111454,605,13002,3283,8007,71,24,70,2,162,3929,3434
2113172,606,13004,3272,8000,71,24,69,2,162,3929,3432
2114882,607,13007,3283,8002,71,24,69,2,162,3929,3432
2116595,608,13004,3278,8010,71,24,69,2,162,3929,3434
2118310,609,12971,3254,7942,71,24,68,2,162,3930,3434
2120026,610,13023,3252,7943,70,23,67,2,162,3930,3433
2121743,611,12965,3211,7935,71,23,66,2,162,3930,3432
2123456,612,13010,3280,8000,70,24,69,2,172,3930,3433
2125167,613,12912,3177,7995,71,23,64,2,172,3930,3432
2126889,614,13012,3309,8000,70,24,71,2,172,3930,3432
2128603,615,12929,3183,7986,71,23,65,2,172,3929,3430
2130321,616,13027,3333,7982,70,24,72,2,172,3929,3430
2132045,617,12942,3256,8018,71,24,69,2,172,3936,3430
2133762,618,12842,3111,7997,72,23,62,2,172,3936,3433
2135478,619,12937,3173,7980,71,23,64,2,172,3929,3430
2137202,620,12925,3181,7935,71,23,64,2,172,3930,3430
2138922,621,12946,3142,8063,71,23,62,2,172,3929,3432
2140650,622,12989,3241,8079,71,23,67,2,172,3929,3432
2142382,623,12862,3037,8063,71,22,57,2,172,3931,3431
2144103,624,13045,3281,8056,70,24,69,2,172,3930,3429
2145832,625,13037,3222,7935,70,23,65,2,172,3936,3434
2147547,626,12864,3076,7980,71,22,59,2,172,3936,3430
2149266,627,12948,3178,8033,71,23,64,2,172,3936,3429
2150999,628,12996,3277,8066,71,24,69,2,172,3930,3431
2152700,629,12956,3198,8068,71,23,65,2,172,3930,3430
2154418,630,12987,3175,8003,71,23,63,2,172,3929,3433
2156144,631,12978,3183,8010,71,23,64,2,172,3930,3433
2157869,632,12945,3132,8032,71,23,61,2,172,3929,3429
2159601,633,12977,3237,8017,71,23,67,2,172,3936,3433
2161326,634,12902,3060,7958,71,22,58,2,172,3936,3434
2163049,635,12901,3098,8001,71,23,60,2,172,3936,3434
2164777,636,12877,3101,8038,71,23,60,2,172,3936,3429
2166508,637,12942,3174,8048,71,23,64,2,172,3930,3430
2168241,638,12917,3155,8000,71,23,63,2,172,3936,3432
2169974,639,13137,3284,7814,70,23,67,2,172,3929,3433
2171715,640,12919,3150,7945,71,23,63,2,172,3930,3432
2173447,641,12984,3252,8013,71,23,68,2,172,3930,3434
2175176,642,12987,3245,7995,71,23,67,2,172,3931,3432
2176909,643,12936,3182,8047,71,23,64,2,172,3931,3430
