t_ms,mass_g,status
113,-0.0018,D
113,-0.0018,D
113,-0.0018,D
223,-0.0018,D
223,-0.0018,D
333,-0.0018,D
333,-0.0018,D
333,-0.0018,D
442,-0.0018,D
442,-0.0018,D
553,-0.0018,D
553,-0.0018,D
553,-0.0018,D
662,-0.0018,D
662,-0.0018,D
771,-0.0018,D
771,-0.0018,D
771,-0.0018,D
881,-0.0018,D
881,-0.0018,D
993,-0.0018,D
994,-0.0018,D
994,-0.0018,D
1102,-0.0018,D
1102,-0.0018,D
1212,-0.0018,D
1212,-0.0018,D
1212,-0.0018,D
1321,-0.0018,D
1322,-0.0018,D
1431,-0.0018,D
1431,-0.0018,D
1431,-0.0018,D
1542,-0.0018,D
1542,-0.0018,D
1542,-0.0018,D
1654,-0.0018,D
1654,-0.0018,D
1763,-0.0018,D
1763,-0.0018,D
1763,-0.0018,D
1872,-0.0018,D
1873,-0.0018,D
1983,-0.0018,D
1983,-0.0018,D
1983,-0.0018,D
2092,-0.0018,D
2092,-0.0018,D
2202,-0.0018,D
2203,-0.0018,D
2203,-0.0018,D
2313,-0.0018,D
2313,-0.0018,D
2423,-0.0018,D
2423,-0.0018,D
2534,-0.0018,D
2534,-0.0019,D
2534,-0.0019,D
2643,-0.0019,D
2643,-0.0019,D
2752,-0.0019,D
2752,-0.0019,D
2752,-0.0019,D
2861,-0.0019,D
2862,-0.0019,D
2862,-0.0019,D
2973,-0.0019,D
2973,-0.0019,D
3081,-0.0019,D
3082,-0.0019,D
3082,-0.0019,D
3190,-0.0019,S
3190,-0.0019,S
3301,-0.0019,S
3301,-0.0019,S
3301,-0.0019,S
3411,-0.0019,S
3411,-0.0019,S
3523,-0.0019,S
3523,-0.0019,S
3523,-0.0019,S
3632,-0.0019,S
3633,-0.0019,S
3743,-0.0019,S
3743,-0.0019,S
3743,-0.0019,S
3854,-0.0019,S
3855,-0.0019,S
3965,-0.0019,S
3965,-0.0019,S
3966,-0.0019,S
4076,-0.0019,S
4076,-0.0019,S
4076,-0.0019,S
4185,-0.0019,S
4185,-0.0019,S
4296,-0.0019,S
4296,-0.0019,S
4296,-0.0019,S
4406,-0.0019,S
4406,-0.0019,S
4516,-0.0019,S
4516,-0.0019,S
4516,-0.0019,S
4625,-0.0019,S
4625,-0.0019,S
4735,-0.0019,S
4736,-0.0019,S
4846,-0.0019,S
4847,-0.0019,S
4847,-0.0019,S
4956,-0.0019,S
4956,-0.0019,S
4956,-0.0019,S
5066,-0.0019,S
5066,-0.0019,S
5177,-0.0019,S
5177,-0.0019,S
5177,-0.0019,S
5286,-0.0019,S
5286,-0.0019,S
5398,-0.0019,S
